editid,editor,oldrevisionid,newrevisionid,diffurl,edittime,editcomment,articleid,articletitle,editid_1,class
11602,81.152.169.158,329722080,329958777,http://en.wikipedia.org/w/index.php?diff=329958777&oldid=329722080,2009-12-05T23:39:02Z,/* History */,248083,Norwich City F.C.,11602,vandalism
11611,86.28.137.135,329812149,329931011,http://en.wikipedia.org/w/index.php?diff=329931011&oldid=329812149,2009-12-05T20:51:30Z,null,247468,"Rey Mysterio, Jr.",11611,vandalism
11617,24.127.167.70,328228309,328259377,http://en.wikipedia.org/w/index.php?diff=328259377&oldid=328228309,2009-11-27T20:23:37Z,/* Biography */,16724,Kirk Hammett,11617,vandalism
11636,97.103.183.211,328713881,329111925,http://en.wikipedia.org/w/index.php?diff=329111925&oldid=328713881,2009-12-01T21:14:51Z,/* Lacrosse */,3561053,DeLand High School,11636,vandalism
11640,173.30.22.47,327578107,327578149,http://en.wikipedia.org/w/index.php?diff=327578149&oldid=327578107,2009-11-24T01:12:15Z,/* Week 10 */,22903798,Dancing with the Stars (U.S. season 9),11640,vandalism
11649,165.138.107.34,326923136,326923710,http://en.wikipedia.org/w/index.php?diff=326923710&oldid=326923136,2009-11-20T13:28:21Z,[[WP:AES|←]]Replaced content with Sandrina is a giant pervert,204379,Perversion,11649,vandalism
11663,79.151.145.82,327792109,328568738,http://en.wikipedia.org/w/index.php?diff=328568738&oldid=327792109,2009-11-29T11:42:47Z,null,23520194,2009 MTV Video Music Awards,11663,vandalism
11699,24.63.45.150,324305629,327321585,http://en.wikipedia.org/w/index.php?diff=327321585&oldid=324305629,2009-11-22T18:15:48Z,conner thmpson,1055471,Northwest Indian War,11699,vandalism
11702,92.17.47.42,309841453,327134405,http://en.wikipedia.org/w/index.php?diff=327134405&oldid=309841453,2009-11-21T17:03:54Z,null,11717854,Mark Breeze,11702,vandalism
11743,Rocknjak,329254040,329536485,http://en.wikipedia.org/w/index.php?diff=329536485&oldid=329254040,2009-12-03T21:29:35Z,null,23680998,Justin Bieber,11743,vandalism
11757,58.175.139.91,328321433,328355085,http://en.wikipedia.org/w/index.php?diff=328355085&oldid=328321433,2009-11-28T10:10:24Z,/* Season 3: 2009-2010 */,13187026,List of iCarly episodes,11757,vandalism
11759,205.155.141.9,326809467,326809641,http://en.wikipedia.org/w/index.php?diff=326809641&oldid=326809467,2009-11-19T21:58:41Z,/* Drivetrain */,4283493,Dodge Ram SRT-10,11759,vandalism
11771,82.205.154.5,327088567,327088924,http://en.wikipedia.org/w/index.php?diff=327088924&oldid=327088567,2009-11-21T10:19:00Z,anfas aliraq,26334893,PageRank,11771,vandalism
11774,72.200.56.220,326272652,328320623,http://en.wikipedia.org/w/index.php?diff=328320623&oldid=326272652,2009-11-28T04:14:16Z,/* People named Samira */,7453541,Samira,11774,vandalism
11795,66.38.102.54,327604944,327878365,http://en.wikipedia.org/w/index.php?diff=327878365&oldid=327604944,2009-11-25T15:59:17Z,null,5928,Clown,11795,vandalism
11808,71.254.81.144,326782662,327037008,http://en.wikipedia.org/w/index.php?diff=327037008&oldid=326782662,2009-11-21T01:50:09Z,/* Youth and early career (1915–1934) */,22196,Orson Welles,11808,vandalism
11810,Bilsonius,323461192,327996915,http://en.wikipedia.org/w/index.php?diff=327996915&oldid=323461192,2009-11-26T05:52:36Z,explanation added,611982,Giuseppe Meazza,11810,vandalism
11818,174.50.120.83,327362207,327362428,http://en.wikipedia.org/w/index.php?diff=327362428&oldid=327362207,2009-11-22T22:32:48Z,null,5239995,Hephzibah High School,11818,vandalism
11821,192.197.128.21,328995183,329216263,http://en.wikipedia.org/w/index.php?diff=329216263&oldid=328995183,2009-12-02T09:37:39Z,/* Purpose and limitations */,556400,Abstract (summary),11821,vandalism
11903,Jetskiimike,325168571,327119646,http://en.wikipedia.org/w/index.php?diff=327119646&oldid=325168571,2009-11-21T15:15:00Z,/* Webcams */,21469584,Internet pornography,11903,vandalism
11904,116.212.209.215,329195116,329195459,http://en.wikipedia.org/w/index.php?diff=329195459&oldid=329195116,2009-12-02T06:13:53Z,null,41953,Bohemian Rhapsody,11904,vandalism
11940,82.249.79.150,314103203,327694987,http://en.wikipedia.org/w/index.php?diff=327694987&oldid=314103203,2009-11-24T17:18:36Z,null,1028355,List of longest rivers in the United States by state,11940,vandalism
11975,89.150.110.33,327013610,329048514,http://en.wikipedia.org/w/index.php?diff=329048514&oldid=327013610,2009-12-01T15:45:21Z,/* External links */,3350381,Luis Alberni,11975,vandalism
12006,216.56.38.94,328157695,329737742,http://en.wikipedia.org/w/index.php?diff=329737742&oldid=328157695,2009-12-04T21:08:51Z,/* History */,42713,Special Olympics,12006,vandalism
12010,67.142.130.23,328307097,329638172,http://en.wikipedia.org/w/index.php?diff=329638172&oldid=328307097,2009-12-04T09:35:48Z,/* References */,600805,Innuendo,12010,vandalism
12026,99.236.119.233,328507677,328507906,http://en.wikipedia.org/w/index.php?diff=328507906&oldid=328507677,2009-11-29T03:08:19Z,/* Family and life */,1456401,Farah Khan,12026,vandalism
12068,80.58.252.237,327951577,328038668,http://en.wikipedia.org/w/index.php?diff=328038668&oldid=327951577,2009-11-26T13:27:01Z,null,502207,Michael Steele,12068,vandalism
12083,75.208.174.162,327562585,327569494,http://en.wikipedia.org/w/index.php?diff=327569494&oldid=327562585,2009-11-24T00:11:51Z,/* History */,6790742,Mashup (video),12083,vandalism
12086,194.83.96.30,327470184,327470554,http://en.wikipedia.org/w/index.php?diff=327470554&oldid=327470184,2009-11-23T13:33:25Z,/* Notable people */,1090257,Dalbeattie,12086,vandalism
12116,64.41.0.170,329697026,329697063,http://en.wikipedia.org/w/index.php?diff=329697063&oldid=329697026,2009-12-04T17:27:27Z,/* Bob the Tomato */,15460934,List of VeggieTales characters,12116,vandalism
12140,67.125.133.249,328331896,328332032,http://en.wikipedia.org/w/index.php?diff=328332032&oldid=328331896,2009-11-28T06:06:21Z,/* Adoption */,59045,ICAO spelling alphabet,12140,vandalism
12144,24.76.177.148,328228984,328229298,http://en.wikipedia.org/w/index.php?diff=328229298&oldid=328228984,2009-11-27T16:42:27Z,/* Vegetation */,192485,Victoria Falls,12144,vandalism
12163,72.250.130.30,327745662,329066915,http://en.wikipedia.org/w/index.php?diff=329066915&oldid=327745662,2009-12-01T17:24:15Z,/* In fiction */,21624273,Kingdom of Kush,12163,vandalism
12182,124.104.70.174,328134174,328135658,http://en.wikipedia.org/w/index.php?diff=328135658&oldid=328134174,2009-11-27T01:58:14Z,/* See also */,41260,Information system,12182,vandalism
12200,HANK3,327970657,327970911,http://en.wikipedia.org/w/index.php?diff=327970911&oldid=327970657,2009-11-26T02:00:02Z,/* Career */,470347,Hank Williams III,12200,vandalism
12201,Drv.fast,328698306,328698468,http://en.wikipedia.org/w/index.php?diff=328698468&oldid=328698306,2009-11-30T00:43:18Z,/* Notes */,19908980,List of Presidents of the United States,12201,vandalism
12206,71.182.249.243,327566687,327747941,http://en.wikipedia.org/w/index.php?diff=327747941&oldid=327566687,2009-11-24T22:19:19Z,null,23257892,Arthur Kade,12206,vandalism
12230,JUBIN MATHEW,328566507,328566943,http://en.wikipedia.org/w/index.php?diff=328566943&oldid=328566507,2009-11-29T11:25:55Z,null,4143738,International Year of Astronomy,12230,vandalism
12261,99.153.254.150,328455032,328457246,http://en.wikipedia.org/w/index.php?diff=328457246&oldid=328455032,2009-11-28T22:02:31Z,[[WP:UNDO|Undid]] revision 328455032 by [[Special:Contributions/99.153.254.150|99.153.254.150]] ([[User talk:99.153.254.150|talk]]),5681361,Personal Ancestral File,12261,vandalism
12265,74.202.102.94,326360645,327671757,http://en.wikipedia.org/w/index.php?diff=327671757&oldid=326360645,2009-11-24T14:48:14Z,null,20266,Mainframe computer,12265,vandalism
12295,65.51.4.2,316894151,329274748,http://en.wikipedia.org/w/index.php?diff=329274748&oldid=316894151,2009-12-02T17:34:55Z,[[WP:AES|←]]Replaced content with  chevys ridin high yeeeeeeeeeeeeeeeeeeeeeeeah,18602713,I Need a Girl (Part One),12295,vandalism
12308,86.141.127.240,326830781,328367412,http://en.wikipedia.org/w/index.php?diff=328367412&oldid=326830781,2009-11-28T12:07:18Z,null,7191458,Coventry Blitz,12308,vandalism
12335,Errgg,328074506,328074547,http://en.wikipedia.org/w/index.php?diff=328074547&oldid=328074506,2009-11-26T18:08:06Z,null,10792332,Football Manager Live,12335,vandalism
12344,98.67.151.167,321645264,327376045,http://en.wikipedia.org/w/index.php?diff=327376045&oldid=321645264,2009-11-22T23:57:53Z,/* Culture */,101179,"Prestonsburg, Kentucky",12344,vandalism
12350,32.177.212.125,328037401,328093526,http://en.wikipedia.org/w/index.php?diff=328093526&oldid=328037401,2009-11-26T20:28:41Z,/* go to */,22943733,Meet Me Halfway,12350,vandalism
12356,194.83.198.199,326744388,326915884,http://en.wikipedia.org/w/index.php?diff=326915884&oldid=326744388,2009-11-20T12:08:22Z,/* Roman destruction of Judea */,405453,Jewish diaspora,12356,vandalism
12484,98.118.145.198,327873373,328101828,http://en.wikipedia.org/w/index.php?diff=328101828&oldid=327873373,2009-11-26T21:34:48Z,/* Background and interpretation */,51744,American Pie (song),12484,vandalism
12489,66.159.221.80,329151156,329916928,http://en.wikipedia.org/w/index.php?diff=329916928&oldid=329151156,2009-12-05T19:28:48Z,/* Finale / Ending */,19497211,All About Eve (Philippines TV series),12489,vandalism
12490,Pissmaster5000,327600520,327628231,http://en.wikipedia.org/w/index.php?diff=327628231&oldid=327600520,2009-11-24T07:59:38Z,null,51974,Mountain Dew,12490,vandalism
12560,213.175.73.112,329031458,329031573,http://en.wikipedia.org/w/index.php?diff=329031573&oldid=329031458,2009-12-01T13:57:38Z,/* CEMEX Worldwide */,1208870,Cemex,12560,vandalism
12620,Nerd717,327120968,327186043,http://en.wikipedia.org/w/index.php?diff=327186043&oldid=327120968,2009-11-21T22:40:06Z,/* Sports */,23194618,Ferryhill Primary School,12620,vandalism
12625,Nishali78,328357780,328726699,http://en.wikipedia.org/w/index.php?diff=328726699&oldid=328357780,2009-11-30T03:37:35Z,/* Demographics */,1504495,Tiruvalla,12625,vandalism
12646,77.100.181.100,326502457,328236061,http://en.wikipedia.org/w/index.php?diff=328236061&oldid=326502457,2009-11-27T17:31:27Z,null,296639,Arrow of time,12646,vandalism
12649,164.100.170.20,328184596,328184661,http://en.wikipedia.org/w/index.php?diff=328184661&oldid=328184596,2009-11-27T09:44:17Z,"/* Her Childhood, fun facts */",5322451,Saina Nehwal,12649,vandalism
12656,Clever Owl,328576919,328641620,http://en.wikipedia.org/w/index.php?diff=328641620&oldid=328576919,2009-11-29T19:45:49Z,just a little bit dears,594388,Girls Aloud,12656,vandalism
12662,69.203.119.116,326126961,326858659,http://en.wikipedia.org/w/index.php?diff=326858659&oldid=326126961,2009-11-20T02:56:16Z,/* See also */,2008150,Baktun,12662,vandalism
12669,82.60.17.229,326904417,326904515,http://en.wikipedia.org/w/index.php?diff=326904515&oldid=326904417,2009-11-20T10:18:47Z,/* See also */,61472,Sahrawi Arab Democratic Republic,12669,vandalism
12686,67.166.221.54,320709222,328522045,http://en.wikipedia.org/w/index.php?diff=328522045&oldid=320709222,2009-11-29T04:39:45Z,I expanded the stub,3716683,Panel Action Bingo,12686,vandalism
12692,76.187.22.218,327041570,327041626,http://en.wikipedia.org/w/index.php?diff=327041626&oldid=327041570,2009-11-21T02:23:28Z,/* Education and business career */,882504,Bernard Arnault,12692,vandalism
12710,68.161.120.212,324087679,329946642,http://en.wikipedia.org/w/index.php?diff=329946642&oldid=324087679,2009-12-05T22:27:38Z,null,40650,Scale (zoology),12710,vandalism
12741,76.226.159.237,327374215,327384429,http://en.wikipedia.org/w/index.php?diff=327384429&oldid=327374215,2009-11-23T00:53:35Z,null,47344,Bass (fish),12741,vandalism
12744,85.148.104.112,324857936,326744986,http://en.wikipedia.org/w/index.php?diff=326744986&oldid=324857936,2009-11-19T15:38:44Z,/* Problem solving */,608760,Problem,12744,vandalism
12745,161.97.140.38,329279338,329695433,http://en.wikipedia.org/w/index.php?diff=329695433&oldid=329279338,2009-12-04T17:18:00Z,null,3301549,Animal glue,12745,vandalism
12794,Drnan33,329089884,329153168,http://en.wikipedia.org/w/index.php?diff=329153168&oldid=329089884,2009-12-02T01:11:35Z,/* Spiritualism */,456405,Noel Edmonds,12794,vandalism
12812,Burgabunz,327579628,327621168,http://en.wikipedia.org/w/index.php?diff=327621168&oldid=327579628,2009-11-24T06:47:26Z,null,70938,Patrick Stewart,12812,vandalism
12815,70.94.203.60,306465752,328106209,http://en.wikipedia.org/w/index.php?diff=328106209&oldid=306465752,2009-11-26T22:10:53Z,null,2982888,Last Spike (Canadian Pacific Railway),12815,vandalism
12840,206.78.5.169,326744133,326744300,http://en.wikipedia.org/w/index.php?diff=326744300&oldid=326744133,2009-11-19T15:33:47Z,/* Aftermath of the assassination */,15775663,Assassination of Julius Caesar,12840,vandalism
12842,69.248.220.169,329732319,329793614,http://en.wikipedia.org/w/index.php?diff=329793614&oldid=329732319,2009-12-05T02:24:54Z,/* Early life */,25473,Richard Nixon,12842,vandalism
12909,70.26.236.223,326680098,328517358,http://en.wikipedia.org/w/index.php?diff=328517358&oldid=326680098,2009-11-29T04:07:00Z,/* Character biography */,185517,Mr. Snuffleupagus,12909,vandalism
12913,204.185.90.2,329261822,329269916,http://en.wikipedia.org/w/index.php?diff=329269916&oldid=329261822,2009-12-02T17:05:04Z,null,123069,"Unionville, Missouri",12913,vandalism
12946,203.219.42.226,328002184,328007489,http://en.wikipedia.org/w/index.php?diff=328007489&oldid=328002184,2009-11-26T07:50:07Z,/* Box office */,21437273,Aadhavan,12946,vandalism
12956,66.99.63.66,326982088,326982613,http://en.wikipedia.org/w/index.php?diff=326982613&oldid=326982088,2009-11-20T19:55:58Z,/* History */,80019,Machu Picchu,12956,vandalism
12970,75.120.185.195,328339052,328518456,http://en.wikipedia.org/w/index.php?diff=328518456&oldid=328339052,2009-11-29T04:14:17Z,/* Reception */,633052,Inglourious Basterds,12970,vandalism
13020,165.139.32.1,328686303,329102808,http://en.wikipedia.org/w/index.php?diff=329102808&oldid=328686303,2009-12-01T20:28:48Z,null,11034828,This Calling,13020,vandalism
13041,SpedeX,329153343,329153532,http://en.wikipedia.org/w/index.php?diff=329153532&oldid=329153343,2009-12-02T01:14:00Z,null,245173,Great Sphinx of Giza,13041,vandalism
13051,76.178.238.173,326339497,327528340,http://en.wikipedia.org/w/index.php?diff=327528340&oldid=326339497,2009-11-23T20:07:58Z,null,15617013,Lawrence High School (Maine),13051,vandalism
13067,62.253.195.4,329378869,329650514,http://en.wikipedia.org/w/index.php?diff=329650514&oldid=329378869,2009-12-04T11:55:24Z,null,6910,Cloning,13067,vandalism
13070,193.63.86.34,328215332,328216168,http://en.wikipedia.org/w/index.php?diff=328216168&oldid=328215332,2009-11-27T14:57:42Z,null,9508,Encyclopædia Britannica,13070,vandalism
13077,64.195.212.68,327620952,327621070,http://en.wikipedia.org/w/index.php?diff=327621070&oldid=327620952,2009-11-24T06:46:26Z,/* Early years */,18713,Lynyrd Skynyrd,13077,vandalism
13087,64.184.91.18,329808542,330090361,http://en.wikipedia.org/w/index.php?diff=330090361&oldid=329808542,2009-12-06T17:54:33Z,/* 2009 */,9233381,Ryan Seacrest,13087,vandalism
13092,Mynameisthatguy,327477493,329883497,http://en.wikipedia.org/w/index.php?diff=329883497&oldid=327477493,2009-12-05T15:45:52Z,/* Geography */,135419,"Sparta, Tennessee",13092,vandalism
13103,A8UDI,329599118,329599146,http://en.wikipedia.org/w/index.php?diff=329599146&oldid=329599118,2009-12-04T03:10:59Z,Reverted edits by [[Special:Contributions/97.82.36.200|97.82.36.200]] to last version by AmericanLaughingMan ([[User:Ale_jrb/Scripts/igloo|IG]]),5707445,"Walker High School (Jasper, Alabama)",13103,vandalism
13118,Nestorishere,326635673,326978182,http://en.wikipedia.org/w/index.php?diff=326978182&oldid=326635673,2009-11-20T19:28:42Z,/* Academics and stats */,5298135,Mills High School,13118,vandalism
13128,66.99.53.153,329708305,329708739,http://en.wikipedia.org/w/index.php?diff=329708739&oldid=329708305,2009-12-04T18:31:18Z,/* History of homebrew */,2322546,PlayStation Portable homebrew,13128,vandalism
13136,69.95.163.47,322490027,329178907,http://en.wikipedia.org/w/index.php?diff=329178907&oldid=322490027,2009-12-02T03:57:21Z,null,2497396,Culture of Uzbekistan,13136,vandalism
13152,77.103.171.79,327935867,328121838,http://en.wikipedia.org/w/index.php?diff=328121838&oldid=327935867,2009-11-27T00:09:31Z,null,3002912,Franck Ribéry,13152,vandalism
13198,70.70.225.207,327347149,327347255,http://en.wikipedia.org/w/index.php?diff=327347255&oldid=327347149,2009-11-22T20:57:36Z,/* References */,21304415,Sexual reproduction,13198,vandalism
13213,87.194.3.91,328654097,328654193,http://en.wikipedia.org/w/index.php?diff=328654193&oldid=328654097,2009-11-29T20:48:45Z,/* Notable Old Framlinghamians */,2173930,Framlingham College,13213,vandalism
13231,90.215.21.252,328613986,328657482,http://en.wikipedia.org/w/index.php?diff=328657482&oldid=328613986,2009-11-29T21:04:24Z,/* Further league championship titles */,184474,Sunderland A.F.C.,13231,vandalism
13261,Plok82,325192566,327893898,http://en.wikipedia.org/w/index.php?diff=327893898&oldid=325192566,2009-11-25T17:44:13Z,/* Political positions */,964077,Lamar S. Smith,13261,vandalism
13271,67.76.102.157,322181865,327692074,http://en.wikipedia.org/w/index.php?diff=327692074&oldid=322181865,2009-11-24T17:00:25Z,/* Byzantine Period */,1117945,Greek art,13271,vandalism
13283,207.165.152.254,329369419,329738240,http://en.wikipedia.org/w/index.php?diff=329738240&oldid=329369419,2009-12-04T21:11:13Z,/* See also */,1793109,Human genetic engineering,13283,vandalism
13285,71.199.27.251,326714118,327177205,http://en.wikipedia.org/w/index.php?diff=327177205&oldid=326714118,2009-11-21T21:45:53Z,/* Responsibilities */,52234,Chief executive officer,13285,vandalism
13286,24.203.44.239,326770014,327852405,http://en.wikipedia.org/w/index.php?diff=327852405&oldid=326770014,2009-11-25T12:26:30Z,null,804246,List of Nintendo DS games,13286,vandalism
