editid,editor,oldrevisionid,newrevisionid,diffurl,edittime,editcomment,articleid,articletitle,editid_1,class,sort
31227,75.54.131.81,328547066,328547089,http://en.wikipedia.org/w/index.php?diff=328547089&oldid=328547066,2009-11-29T08:09:05Z,/* D */,494718,List of house music artists,31227,regular,0.344005096
39356,192.30.202.21,329138032,329138757,http://en.wikipedia.org/w/index.php?diff=329138757&oldid=329138032,2009-12-01T23:40:16Z,/* Sonic the Hedgehog */,2685664,Sonic the Hedgehog (2006 video game),39356,regular,0.436718313
37223,82.21.156.44,319570170,327151756,http://en.wikipedia.org/w/index.php?diff=327151756&oldid=319570170,2009-11-21T19:03:44Z,null,3384137,Baltimore Police Department,37223,regular,0.488491532
19436,CatTown92,327848903,327848922,http://en.wikipedia.org/w/index.php?diff=327848922&oldid=327848903,2009-11-25T11:52:21Z,/* History of Yiddish */,25198781,Alexander Beider,19436,regular,0.167618058
28294,Eleassar,328615812,328616463,http://en.wikipedia.org/w/index.php?diff=328616463&oldid=328615812,2009-11-29T17:32:27Z,cleanup,13054262,Roman Catholic Archdiocese of Ljubljana,28294,regular,0.430158521
15996,GainLine,328841759,328841872,http://en.wikipedia.org/w/index.php?diff=328841872&oldid=328841759,2009-11-30T18:08:11Z,[[WP:UNDO|Undid]] revision 328841759 by [[Special:Contributions/74.179.103.18|74.179.103.18]] ([[User talk:74.179.103.18|talk]]) Undo unexplained removal of section,760163,Rachel McAdams,15996,regular,0.788265775
20198,117.206.34.96,327896091,327897257,http://en.wikipedia.org/w/index.php?diff=327897257&oldid=327896091,2009-11-25T18:08:05Z,/* Education */,3887662,Kottayam,20198,regular,0.65863076
39093,70.213.104.88,328751639,328751772,http://en.wikipedia.org/w/index.php?diff=328751772&oldid=328751639,2009-11-30T06:54:41Z,/* Development */,385077,Convair B-36,39093,regular,0.309481898
42791,Jburke87,327380241,327945754,http://en.wikipedia.org/w/index.php?diff=327945754&oldid=327380241,2009-11-25T23:05:08Z,/* Traditions */,25160344,Doehling–Heselton Memorial Trophy,42791,regular,0.947874402
786,87.192.24.90,328407918,328408065,http://en.wikipedia.org/w/index.php?diff=328408065&oldid=328407918,2009-11-28T17:07:33Z,/* 2008 */,8847030,IRB Awards,786,regular,0.336520611
24621,116.206.145.223,328067846,328082362,http://en.wikipedia.org/w/index.php?diff=328082362&oldid=328067846,2009-11-26T19:04:00Z,/* Season 2: 2010-2011 */  grammar,19509978,List of Sonny With a Chance episodes,24621,regular,0.951739116
45811,CampFanatic,304914446,328852633,http://en.wikipedia.org/w/index.php?diff=328852633&oldid=304914446,2009-11-30T19:01:52Z,null,2872492,American Camp Association,45811,regular,0.280555079
30266,GreenGiants,327745152,327745312,http://en.wikipedia.org/w/index.php?diff=327745312&oldid=327745152,2009-11-24T22:05:18Z,null,4029572,Rip Repulski,30266,regular,0.797723674
13571,68.193.101.101,326128048,327155223,http://en.wikipedia.org/w/index.php?diff=327155223&oldid=326128048,2009-11-21T19:25:50Z,null,25160767,Livestock,13571,regular,0.363408111
41497,Bonewah,326786631,326790047,http://en.wikipedia.org/w/index.php?diff=326790047&oldid=326786631,2009-11-19T20:10:18Z,null,472974,HMS Hostile (H55),41497,regular,0.266824959
30991,Swampyank,295070934,327568809,http://en.wikipedia.org/w/index.php?diff=327568809&oldid=295070934,2009-11-24T00:07:09Z,"pic, info",17266596,List of bridges on the National Register of Historic Places in Massachusetts,30991,regular,0.577346927
6994,Web.93ft,327490856,327491529,http://en.wikipedia.org/w/index.php?diff=327491529&oldid=327490856,2009-11-23T16:13:18Z,Added link to thechimneyhouse.com,7844517,Kelham Island Quarter,6994,regular,0.673574314
31027,Plasma-records,327804893,327804975,http://en.wikipedia.org/w/index.php?diff=327804975&oldid=327804893,2009-11-25T04:33:18Z,null,23029993,Sangtar,31027,regular,0.851678173
10299,Shadowjams,326897452,326897478,http://en.wikipedia.org/w/index.php?diff=326897478&oldid=326897452,2009-11-20T09:03:13Z,Reverted edits by [[Special:Contributions/174.3.177.245|174.3.177.245]] to last revision by Rescherpa ([[WP:HG|HG]]),576633,Nicholas Rescher,10299,regular,0.204395433
29768,Kintetsubuffalo,327973972,328034583,http://en.wikipedia.org/w/index.php?diff=328034583&oldid=327973972,2009-11-26T12:44:23Z,[[Help:Reverting|Reverted]] edits by [[Special:Contributions/66.241.90.145|66.241.90.145]] ([[User talk:66.241.90.145|talk]]) to last version by DynamicUno,27098,Star Trek II: The Wrath of Khan,29768,regular,0.027171219
7269,69.125.166.60,328377775,328739044,http://en.wikipedia.org/w/index.php?diff=328739044&oldid=328377775,2009-11-30T05:07:30Z,/* Films */,5707822,Cultural references to the novel The Catcher in the Rye,7269,regular,0.781879491
15113,Mdukas,328542401,328542545,http://en.wikipedia.org/w/index.php?diff=328542545&oldid=328542401,2009-11-29T07:25:39Z,/* Career */,3252851,Bartlett Sher,15113,regular,0.825452119
8712,82.152.203.150,322802343,328187549,http://en.wikipedia.org/w/index.php?diff=328187549&oldid=322802343,2009-11-27T10:15:27Z,Additional Notes:,19187131,Cynicism,8712,regular,0.992154148
37462,Doberman Pharaoh,327240377,328335060,http://en.wikipedia.org/w/index.php?diff=328335060&oldid=327240377,2009-11-28T06:39:05Z,Updated club stats.,5408919,John Mousinho,37462,regular,0.770071123
3557,Pizza Pops,329334124,329524363,http://en.wikipedia.org/w/index.php?diff=329524363&oldid=329334124,2009-12-03T20:29:12Z,updated for ranking released Nov. 20,723688,Canada mens national soccer team,3557,regular,0.681650988
11338,TheCatalyst31,259204814,327021336,http://en.wikipedia.org/w/index.php?diff=327021336&oldid=259204814,2009-11-20T23:56:57Z,/* Course */ dab,12761136,Stillman Creek (Illinois),11338,regular,0.280195137
33872,WLU,327188282,327189187,http://en.wikipedia.org/w/index.php?diff=327189187&oldid=327188282,2009-11-21T22:59:59Z,/* Criticisms */ moved claim to habitat,64243,Aquatic ape hypothesis,33872,regular,0.148558562
40052,Spacini,328196395,328273271,http://en.wikipedia.org/w/index.php?diff=328273271&oldid=328196395,2009-11-27T22:03:57Z,undo good faith edit; Barstow is wikified earlier in the article,3639745,3rd Wisconsin Volunteer Cavalry Regiment,40052,regular,0.901243793
28677,64.229.172.63,306572402,328480549,http://en.wikipedia.org/w/index.php?diff=328480549&oldid=306572402,2009-11-29T00:15:58Z,null,2351438,Canadian federal election results in Suburban Toronto,28677,regular,0.897457641
30566,93.87.129.155,329460076,329460345,http://en.wikipedia.org/w/index.php?diff=329460345&oldid=329460076,2009-12-03T14:37:12Z,/* The game */,24746005,Survivor Srbija: Philippines,30566,regular,0.249345059
7484,TimidGuy,327039595,327099412,http://en.wikipedia.org/w/index.php?diff=327099412&oldid=327039595,2009-11-21T12:03:14Z,/* Principles */ remove claims per [[WP:WTA]] and attribute,271945,Maharishi Vedic Approach to Health,7484,regular,0.405129642
22694,Meganandsum1974,328316467,328316837,http://en.wikipedia.org/w/index.php?diff=328316837&oldid=328316467,2009-11-28T03:40:07Z,/* First law: Books are for use */,316607,Five laws of library science,22694,regular,0.607667708
33995,24.206.180.149,327940784,328055321,http://en.wikipedia.org/w/index.php?diff=328055321&oldid=327940784,2009-11-26T15:49:55Z,added awards and references,25204658,Otto Vogl,33995,regular,0.48299301
18850,130.15.200.205,328218112,328323971,http://en.wikipedia.org/w/index.php?diff=328323971&oldid=328218112,2009-11-28T04:45:45Z,/* Overview */,23903477,Assassins Creed (series),18850,regular,0.458424702
31489,193.128.74.89,326912500,326912532,http://en.wikipedia.org/w/index.php?diff=326912532&oldid=326912500,2009-11-20T11:35:26Z,/* Publications */,14369,Humphry Davy,31489,regular,0.222575978
25896,Snoozlepet,326035210,328540246,http://en.wikipedia.org/w/index.php?diff=328540246&oldid=326035210,2009-11-29T07:03:28Z,/* International destinations */,1797058,Shenyang Taoxian International Airport,25896,regular,0.262621179
25425,90.196.20.19,327913019,328449176,http://en.wikipedia.org/w/index.php?diff=328449176&oldid=327913019,2009-11-28T21:15:32Z,/* History */,34415,Zambia,25425,regular,0.965093204
6821,86.154.37.188,329125058,329881840,http://en.wikipedia.org/w/index.php?diff=329881840&oldid=329125058,2009-12-05T15:33:10Z,null,24130899,The Music Hall Guild of Great Britain and America,6821,regular,0.418821354
11184,Bencey,328482433,329273707,http://en.wikipedia.org/w/index.php?diff=329273707&oldid=328482433,2009-12-02T17:29:06Z,/* 2010 */,10449888,List of Paramount Pictures films,11184,regular,0.36604503
43400,7,327376045,327377220,http://en.wikipedia.org/w/index.php?diff=327377220&oldid=327376045,2009-11-23T00:05:13Z,Reverted edits by [[Special:Contributions/98.67.151.167|98.67.151.167]] to last revision by J654567 ([[WP:HG|HG]]),101179,"Prestonsburg, Kentucky",43400,regular,0.28859322
43906,Kintetsubuffalo,329911595,329935722,http://en.wikipedia.org/w/index.php?diff=329935722&oldid=329911595,2009-12-05T21:18:45Z,[[Help:Reverting|Reverted]] edits by [[Special:Contributions/TheMightyGeneral|TheMightyGeneral]] ([[User talk:TheMightyGeneral|talk]]) to last version by 92.201.70.18,22744444,Military equipment of the Georgian Army,43906,regular,0.951508945
20473,Diberri,300882311,329931722,http://en.wikipedia.org/w/index.php?diff=329931722&oldid=300882311,2009-12-05T20:55:46Z,#REDIRECT [[Dehydroepiandrosterone sulfate]],23529184,Dehydroepiandrosterone sulphate,20473,regular,0.29126053
8806,206.101.191.49,326965608,326965744,http://en.wikipedia.org/w/index.php?diff=326965744&oldid=326965608,2009-11-20T18:07:06Z,/* Haka */,11171367,Middlebury College Rugby Club,8806,regular,0.625439795
6959,212.87.13.72,317808976,327539783,http://en.wikipedia.org/w/index.php?diff=327539783&oldid=317808976,2009-11-23T21:15:52Z,/* References */ External link,396619,Descriptive set theory,6959,regular,0.509397696
12479,Noboyo,326989433,327136771,http://en.wikipedia.org/w/index.php?diff=327136771&oldid=326989433,2009-11-21T17:20:11Z,null,144809,Brandy Norwood,12479,regular,0.267020125
5022,Dentren,329064892,329067003,http://en.wikipedia.org/w/index.php?diff=329067003&oldid=329064892,2009-12-01T17:24:49Z,null,901520,Roto,5022,regular,0.70505769
22348,Ja 62,326789093,326789924,http://en.wikipedia.org/w/index.php?diff=326789924&oldid=326789093,2009-11-19T20:09:38Z,revert to last undamaged version by Lentower,18866,Macbeth,22348,regular,0.288825661
39036,Jonyungk,328477511,328478341,http://en.wikipedia.org/w/index.php?diff=328478341&oldid=328477511,2009-11-29T00:02:23Z,/* The Five */ Punctuation,12026400,Tchaikovsky and The Five,39036,regular,0.693657825
200,173.81.182.46,328800541,329073391,http://en.wikipedia.org/w/index.php?diff=329073391&oldid=328800541,2009-12-01T17:58:13Z,null,2168560,WABI-TV,200,regular,0.302534655
4416,DHN-bot,323635356,328026647,http://en.wikipedia.org/w/index.php?diff=328026647&oldid=323635356,2009-11-26T11:26:44Z,robot Adding: [[vi:Trường Thọ Vương]],1707397,Jangsu of Goguryeo,4416,regular,0.061013488
35797,213.48.46.141,326158931,329236868,http://en.wikipedia.org/w/index.php?diff=329236868&oldid=326158931,2009-12-02T12:54:15Z,null,20661646,Internet Watch Foundation and Wikipedia,35797,regular,0.805686664
39199,Sarilox,326478280,329171467,http://en.wikipedia.org/w/index.php?diff=329171467&oldid=326478280,2009-12-02T03:08:07Z,"link fix, removed blog",12785498,Shopaholic,39199,regular,0.69443286
17033,MuzikJunky,328646983,328859845,http://en.wikipedia.org/w/index.php?diff=328859845&oldid=328646983,2009-11-30T19:36:07Z,null,18909256,Blue Screen of Death,17033,regular,0.210764266
5659,Rich Farmbrough,317698663,328796861,http://en.wikipedia.org/w/index.php?diff=328796861&oldid=317698663,2009-11-30T13:28:43Z,Delink dates ([[WP:MOSUNLINKDATES]]) using [[Project:AutoWikiBrowser|AWB]],16452512,12040 Jacobi,5659,regular,0.897614859
39698,75.149.203.217,326686243,327503737,http://en.wikipedia.org/w/index.php?diff=327503737&oldid=326686243,2009-11-23T17:35:23Z,/* Roles and original Broadway cast */,429784,Bye Bye Birdie,39698,regular,0.435532075
20148,Maike.massierer,327563322,327731595,http://en.wikipedia.org/w/index.php?diff=327731595&oldid=327563322,2009-11-24T20:54:46Z,/* External links */,9966,Elliptic curve cryptography,20148,regular,0.088634039
38832,Cagesen,326758189,327731552,http://en.wikipedia.org/w/index.php?diff=327731552&oldid=326758189,2009-11-24T20:54:33Z,Basil Fawlty is not a deadpan character at all,573889,Deadpan,38832,regular,0.735998544
18251,76.26.53.243,328006790,328032521,http://en.wikipedia.org/w/index.php?diff=328032521&oldid=328006790,2009-11-26T12:25:14Z,list of villains in ben 10,22315518,List of villains in Ben 10,18251,regular,0.649123782
22603,Krazycev13,327315535,327315700,http://en.wikipedia.org/w/index.php?diff=327315700&oldid=327315535,2009-11-22T17:36:10Z,[[Help:Reverting|Reverted]] edits by [[Special:Contributions/96.232.121.138|96.232.121.138]] ([[User talk:96.232.121.138|talk]]) to last version by 24.5.217.42,20198488,Call of Duty: World at War,22603,regular,0.923360054
37465,Redrose64,326932823,326936749,http://en.wikipedia.org/w/index.php?diff=326936749&oldid=326932823,2009-11-20T15:10:47Z,/* Sport and leisure */ amplify image caption,340620,Didcot,37465,regular,0.492935883
21203,Chuunen Baka,325085010,329667687,http://en.wikipedia.org/w/index.php?diff=329667687&oldid=325085010,2009-12-04T14:31:29Z,{{unref}},25035822,Jayabupati inscription,21203,regular,0.473263507
28909,76.28.196.130,326263563,326816495,http://en.wikipedia.org/w/index.php?diff=326816495&oldid=326263563,2009-11-19T22:34:16Z,null,3473849,Michelada,28909,regular,0.330127164
32362,JonC0001,324869092,327832349,http://en.wikipedia.org/w/index.php?diff=327832349&oldid=324869092,2009-11-25T08:57:08Z,/* Communities and locations in the Town of Allegany */ fixed link for the reservation,259647,"Allegany (town), New York",32362,regular,0.270811823
2258,Mansell,328175365,328175468,http://en.wikipedia.org/w/index.php?diff=328175468&oldid=328175365,2009-11-27T08:07:51Z,null,25218925,Plunge basin,2258,regular,0.765522803
28931,Eik Corell,328133808,328133922,http://en.wikipedia.org/w/index.php?diff=328133922&oldid=328133808,2009-11-27T01:44:24Z,"More cleaning, external links this time per [[WP:EL]]",16860709,Mortal Online,28931,regular,0.950315158
8530,RHaworth,328098658,328099639,http://en.wikipedia.org/w/index.php?diff=328099639&oldid=328098658,2009-11-26T21:17:28Z,copyedit {{orphan}}{{wikify}}{{unreferemced}},25205320,Geography of Somerset,8530,regular,0.727792557
8397,Yankees10,319539954,329924854,http://en.wikipedia.org/w/index.php?diff=329924854&oldid=319539954,2009-12-05T20:16:15Z,infobox cleanup,8572419,Howie Pollet,8397,regular,0.006199133
11938,Melromero,328545005,328545107,http://en.wikipedia.org/w/index.php?diff=328545107&oldid=328545005,2009-11-29T07:51:45Z,/* External links */,6537762,"Pedro de Toledo, 1st Marquis of Mancera",11938,regular,0.719614112
39512,67.232.134.174,328668292,328669865,http://en.wikipedia.org/w/index.php?diff=328669865&oldid=328668292,2009-11-29T22:06:49Z,null,24214337,Project-706,39512,regular,0.681237036
7304,Robsiej,328828341,328828405,http://en.wikipedia.org/w/index.php?diff=328828405&oldid=328828341,2009-11-30T16:58:36Z,null,25255304,Wana (Candies song),7304,regular,0.064670077
23806,Rich Farmbrough,317676690,328792776,http://en.wikipedia.org/w/index.php?diff=328792776&oldid=317676690,2009-11-30T12:58:43Z,Delink dates ([[WP:MOSUNLINKDATES]]) using [[Project:AutoWikiBrowser|AWB]],17597615,11431 Karelbosscha,23806,regular,0.972482575
11779,Jauerback,327983807,327987778,http://en.wikipedia.org/w/index.php?diff=327987778&oldid=327983807,2009-11-26T04:26:00Z,joke?,22729553,The Blind Side (film),11779,regular,0.25118409
31481,Prozacgrrl,320341671,327081234,http://en.wikipedia.org/w/index.php?diff=327081234&oldid=320341671,2009-11-21T08:57:20Z,/* Pop and Rock music */,987314,Music of Singapore,31481,regular,0.402898291
16483,Rich Farmbrough,288036812,328871280,http://en.wikipedia.org/w/index.php?diff=328871280&oldid=288036812,2009-11-30T20:29:23Z,Delink dates ([[WP:MOSUNLINKDATES]]) using [[Project:AutoWikiBrowser|AWB]],14330259,12th General Assembly of Prince Edward Island,16483,regular,0.749483937
28668,83.253.72.178,327863732,327863783,http://en.wikipedia.org/w/index.php?diff=327863783&oldid=327863732,2009-11-25T14:13:59Z,null,22546704,Miss Universe Sweden,28668,regular,0.08272448
23700,83.248.110.140,328238808,328582457,http://en.wikipedia.org/w/index.php?diff=328582457&oldid=328238808,2009-11-29T13:50:14Z,/* Mixed martial arts record */,274910,Antônio Rodrigo Nogueira,23700,regular,0.263942339
1557,Richard Arthur Norton (1958- ),327069771,327069813,http://en.wikipedia.org/w/index.php?diff=327069813&oldid=327069771,2009-11-21T06:43:20Z,/* Personal 500 meters progression */,5414187,Alfred Ingvald Næss,1557,regular,0.091832765
44306,Spearman,326912745,326912916,http://en.wikipedia.org/w/index.php?diff=326912916&oldid=326912745,2009-11-20T11:39:27Z,/* Laureates */,19679192,List of Nobel laureates in Physics,44306,regular,0.259972236
41563,Bernard J. Noël,321624874,329242725,http://en.wikipedia.org/w/index.php?diff=329242725&oldid=321624874,2009-12-02T13:41:11Z,null,23080617,Geological maps of Senegal,41563,regular,0.681295027
36305,70.110.189.78,329284436,329284730,http://en.wikipedia.org/w/index.php?diff=329284730&oldid=329284436,2009-12-02T18:29:12Z,null,7676626,5 cm KwK 39,36305,regular,0.485325345
